Артикул ;Наименование;Цена 0;Цена 1;Цена 2;Цена 3;Цена 4;Цена 5;Количество;Характеристики (json)
 18026XL;Поло мужское 18026  XL;624;530;518;499;480;468;1;
30101;Свитшот   90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  S;750;638;623;600;578;563;1;
30102;Свитшот   90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  XL;750;638;623;600;578;563;1;
30103;Свитшот   90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  М;750;638;623;600;578;563;1;
30104;Свитшот  90% ХБ +10% полиэстр, 240гр 2-х нитка,  черный 4XL;750;638;623;600;578;563;1;
30105;Свитшот  90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  2XL;750;638;623;600;578;563;1;
30106;Свитшот  90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  3XL;750;638;623;600;578;563;1;
30107;Свитшот  90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  L;750;638;623;600;578;563;1;
30108;Свитшот  90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  L жен.;750;638;623;600;578;563;1;
30109;Свитшот  kids  90% ХБ +10% полиэстр, 240гр 2-х нитка,   черный S;645;548;535;516;497;484;1;
30110;Свитшот  kids  90% ХБ +10% полиэстр, 240гр 2-х нитка,   черный XS;645;548;535;516;497;484;1;
30111;Свитшот  kids  90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  XS;645;548;535;516;497;484;1;
30112;Свитшот  kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,   черный  4XS;645;548;535;516;497;484;1;
30113;Свитшот  kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,   черный 3XS;645;548;535;516;497;484;1;
30114;Свитшот kids   90% ХБ +10% полиэстр, 240гр 2-х нитка, черный  2XS;645;548;535;516;497;484;1;
30115;Свитшот kids  90% ХБ +10% полиэстр, 240гр 2-х нитка,   черный  2XS;645;548;535;516;497;484;1;
30116;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,   черный  5XS;645;548;535;516;497;484;1;
30117;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый  XS;750;638;623;600;578;563;1;
30118;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый 2XL;750;638;623;600;578;563;1;
30119;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый 3XL;750;638;623;600;578;563;1;
30120;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый L;750;638;623;600;578;563;1;
30121;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый L жен;750;638;623;600;578;563;1;
30122;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый M;750;638;623;600;578;563;1;
30123;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый M жен;750;638;623;600;578;563;1;
30124;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый S;750;638;623;600;578;563;1;
30125;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый S жен;750;638;623;600;578;563;1;
30126;Свитшот 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый XL;750;638;623;600;578;563;1;
30127;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый  2XS;645;548;535;516;497;484;1;
30128;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый  S;645;548;535;516;497;484;1;
30129;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый  XS;645;548;535;516;497;484;1;
30130;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый 2XS;645;548;535;516;497;484;1;
30131;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый 3XS;645;548;535;516;497;484;1;
30132;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый 4XS;645;548;535;516;497;484;1;
30133;Свитшот kids 90% ХБ +10% полиэстр, 240гр 2-х нитка,  белый 5XS;645;548;535;516;497;484;1;
30134;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный   2XL;952;809;790;762;733;714;1;
30135;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный   3XL;952;809;790;762;733;714;1;
30136;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный   XS;952;809;790;762;733;714;1;
30137;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный  2XS;952;809;790;762;733;714;1;
30138;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный  L;952;809;790;762;733;714;1;
30139;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный  S;952;809;790;762;733;714;1;
30140;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный  XL;952;809;790;762;733;714;1;
30141;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, черный  М;952;809;790;762;733;714;1;
30142;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка,  черный    2XS;850;723;706;680;655;638;1;
30143;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка,  черный    3XS;850;723;706;680;655;638;1;
30144;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка,  черный    4XS;850;723;706;680;655;638;1;
30145;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка,  черный    5XS;850;723;706;680;655;638;1;
30146;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка,  черный    S;850;723;706;680;655;638;1;
30147;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка,  черный    XS;850;723;706;680;655;638;1;
30148;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый    XS;952;809;790;762;733;714;1;
30149;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   2XS;952;809;790;762;733;714;1;
30150;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   L;952;809;790;762;733;714;1;
30151;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   L жен;952;809;790;762;733;714;1;
30152;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   M;952;809;790;762;733;714;1;
30153;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   M жен;952;809;790;762;733;714;1;
30154;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   S;952;809;790;762;733;714;1;
30155;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   XL;952;809;790;762;733;714;1;
30156;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   XL жен;952;809;790;762;733;714;1;
30157;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый  2XL;952;809;790;762;733;714;1;
30158;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый  3XL;952;809;790;762;733;714;1;
30159;Свитшот   90% ХБ +10% полиэстр, 320гр 3-х нитка, белый  S жен;952;809;790;762;733;714;1;
30160;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   2XS;850;723;706;680;655;638;1;
30161;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   3XS;850;723;706;680;655;638;1;
30162;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   4XS;850;723;706;680;655;638;1;
30163;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   5XS;850;723;706;680;655;638;1;
30164;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   S;850;723;706;680;655;638;1;
30165;Свитшот Kids  90% ХБ +10% полиэстр, 320гр 3-х нитка, белый   XS;850;723;706;680;655;638;1;
20140L;Футболка красная  L 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20140M;Футболка красная  M 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20140S;Футболка красная  S 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20140XL;Футболка красная  XL 140г/м2, круг.ворот;195;140;140;140;140;140;1;
201402XL;Футболка красная 2 XL 140г/м2, круг.ворот;195;140;140;140;140;140;1;
201412XL;Футболка черная  2XL 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20141 L;Футболка черная  L 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20141M;Футболка черная  M 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20141XL;Футболка черная  XL 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20141S;Футболка черная S 140г/м2, круг.ворот;195;140;140;140;140;140;1;
201422XL;Футболка белая  2XL 140г/м2, круг.ворот;180;140;140;140;140;140;1;
20142 L;Футболка белая  L 140г/м2, круг.ворот;180;140;140;140;140;140;1;
20142S;Футболка белая  S 140г/м2, круг.ворот;180;140;140;140;140;140;1;
20142XL;Футболка белая  XL 140г/м2, круг.ворот;180;140;140;140;140;140;1;
20142M;Футболка белая  М 140г/м2, круг.ворот;180;140;140;140;140;140;1;
201432XL;Футболка ярко-синяя  2XL 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20143 L;Футболка ярко-синяя  L 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20143M;Футболка ярко-синяя  M 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20143S;Футболка ярко-синяя  S 140г/м2, круг.ворот;195;140;140;140;140;140;1;
20143XL;Футболка ярко-синяя  XL 140г/м2, круг.ворот;195;140;140;140;140;140;1;
370023-26            ;Шорты темно-синие 26;100;85;83;80;77;75;1;
